sentence_count,english_word,non_english_word,CC,DT-PDT,IN,JJ,JJR,JJS,MD,NN,NNS,NNP,NNPS,RB2,RBR,RBS,VB,VBD-VBN,VBG,VBP-VBZ,other_tags,word_count,td_idf,unique,score,essay_wo_stopwords
7,155,0,4,16,14,11,1,0,1,23,9,8,0,8,1,0,11,13,9,1,28,88,7.934372054989367,70,2.5,trying reach yosemite shortcut cyclist faced many challenge emotion cyclist started journey cheerfully thought cool pine yosemite sun beginning beat barely noticed cyclist continued spirit well water supply going cyclist encouraged keep going find open building telling could make far fine @ caps1 many abandoned factory cyclist tried many method decrease thirst including sucking stone slowly gaining elevation losing hope @ caps2 cyclist found deserted building lost hope cyclist found open store modern bathroom overwhelming urge seek @ person1 kiss buy bait end cyclist promised always use map
6,110,3,3,13,10,5,0,0,0,19,3,17,0,7,0,0,3,13,3,2,15,61,6.331047277488264,47,2.0,essay rough road ahead exceed posted speed limit kurmaskie cyclist went hard time trying get yosemite national park cyclist someone tried bike mostly time get somewhere first cyclist asked old men direction get yosemite national park cyclist knew mistake first place hope maybe knew talking seccondly trip came accrossed ghost town nothing sight bike snake cyclist became dehydrated running water water
3,54,1,3,9,8,2,2,0,2,11,5,0,0,2,0,0,2,4,0,0,5,25,3.871149920536872,21,2.0,well feature might others cyclist might others also author faced alot problem like lack water poisonous snake condition road many thing affected author cyclist journey
2,101,1,2,16,13,4,0,0,0,21,3,1,0,4,0,0,3,12,2,4,17,48,5.397910289648419,36,1.0,passage exceed posted speed limit many feature setting affected cyclist one feature affected cyclist snake encountered way example text say point tumbleweed crossed path ridiculously large snake cased post tyring keep balance dehydrated state prof snake feature affected cyclist giving point stay calm even state dehydrated affect encountered
4,99,2,2,10,12,3,0,0,1,18,4,1,0,9,2,0,3,10,2,4,21,40,5.485264661528539,34,2.0,many thing could made bycicle ride much enjoyable one thing middle actually knew example one sight building car structure kind almost water get day instance water bottle contained tantalizing sip @ caps1 know going harder conclusion thing made trip hard
3,46,1,1,6,4,5,0,0,1,7,3,0,0,1,0,0,1,8,2,1,7,25,3.945805526779157,22,1.0,feature setting affect cyclist way making illusionalistic dehydrated saw idea juice factory working abounded saw rusty pipe made dehydrated knew pipe could never produce water
12,202,4,6,24,22,11,0,1,5,31,6,3,0,7,0,0,13,11,6,19,41,95,7.2942134687059745,67,2.5,short story exceed posted speed limit setting story affect cyclist make think die overall make worried story cyclist take two old men advice best way get yosemite mountin get middle nowhere find california desert without water let go head going die bird would pick clean line last page story biker taking unfamiliar route let believe would die knew desert without water setting make nervous desert nearly nervous forest stream let desert heat convince going die coming across ghost town belief never see anothe person get oledrar think heat kill setting affect trick believing going die
8,196,4,10,31,24,11,0,0,8,43,11,1,0,5,0,0,12,5,6,11,22,104,7.492534870237697,71,2.5,feature setting including condition weather amount water possibly decide life death cyclist condition hill rocky road decied future cyclist rocky road turn balance could fall hill give injury possibly die example short story say one long crippling hill building came view show condition cyclist deal addition weather amount o water also decide future water bottle contained tantalizing sip wide ring sweat circled shirt growing realization could drop heatstroke show u cyclist get dehydrated enough could pas one would find desert addition heat helping could die without anyone knowing reason show u cyclist need make sure enough water conditons weather right make life threating choice
4,86,0,3,15,8,5,0,0,0,24,2,0,0,5,1,0,1,3,1,9,9,40,4.959178554778707,29,1.5,cyclist low point abandoned ghost town looking water taste like battery acid cyclist feel hopeless abandoned town first reach water pump abandoned juice building little hope let building juice water pump water hot water good setting reason mood change story
3,56,0,1,9,6,2,0,0,2,12,6,0,0,0,0,0,3,0,1,5,9,28,4.106069361746357,22,0.0,going write response explains feature setting affect cyclist response include example essay support conclusion think feature setting affect cyclist different thing snow rock could affect way someone ride
6,118,8,2,18,10,14,0,0,0,28,7,2,0,3,0,0,4,9,2,7,21,68,7.420492661002611,62,2.5,begining story young cyclist set long journy yosemite national park along ride meet old confident men tell new rout wich slice away hour ride setting excedingly hot @ date1 supposed encounter thriving town along way first baren ghost town next water flavor battery acid came abanded welches grape juice factory author navigated trying setting reached baite shop advice give reader stick gun let old timer try change mind
12,160,3,5,23,21,11,0,1,7,23,4,4,0,10,0,0,11,19,0,2,22,71,6.5968637204770095,51,2.0,essay rough road ahead joe kurmaskie cyclist many change due setting around cyclist lost dessert affected lot desert hot could died either dehydration exhaustion also desert animal dangerous cyclist journey saw poisonous snake good thing cautious around snake might gotten bitten would one around help desert also happened desserted one around help direction worst thing would ran water without water could become weak dehydrated could even died setting cyclist affected greatly
3,94,0,6,11,9,5,0,1,0,13,3,2,0,2,0,0,3,13,3,5,18,43,5.75889027573503,37,2.0,feature setting affect cyclist making thirsty thinking lost going die cyclist got information old guy porch year cyclist thought lost saw gary wilber fish camp want bait big one best bet cyclist went got water old man asked wanted know go time said
10,168,14,6,23,20,15,0,1,1,32,4,10,0,3,1,0,4,22,4,10,29,97,8.536068901963905,84,2.0,short story exeed speed limit joe kurmaskie setting great impact cyclist begining story describes scenery @ caps1 continued following old men dated advice lead barren land came first town described ghost town second setting arrived one romshackle shed several rusty pump corral couldnt hold lamest muic continued moving next town @ num1 away came thought welch grape juice factory bootling plant tool toll confidence said hung head moved finally arrived un abandoned buiding called @ person2 wilbers fish camp drunk water became repleshed setting great effect cyclist depending location decided weather would live die hot desert california
3,54,0,1,11,5,6,0,0,0,9,5,1,0,1,0,0,0,0,1,6,8,26,4.555715698506074,23,1.0,one main thing affect cyclist heat due heat drink water another feature setting effect cyclist rough road since tired difficult time riding hill hard road condition
5,156,1,6,21,13,11,0,0,0,22,7,10,0,10,1,0,6,18,6,6,23,82,7.431159859255421,68,3.0,story exceed posted speed limit written @ caps1 setting reflects cyclist feeling example flat road replaced short riding hill @ caps2 terrain changing attitude first started journey happy care free land hill flat however notice everything men said seems grow little angry upset @ caps2 like land seemed reflect soon found bumby unpleasant road setting also seemed give man obstacle overcome adventure tumbleweed crossed path ridiculously large snake blocked majority movement front land seemed leasing tormenting started figure listening old men mistake
3,84,2,4,10,9,7,0,0,0,11,4,7,0,8,0,0,1,6,4,5,10,41,5.727862076894631,37,1.5,story exceed posted speed limit joe kurmaskie feature setting affect cyclist draining energy sweating much keep drinking water slowly finish still long ride ahead water bottle contained tantalizing sip kurmaskie since hot cyclist thirsty drank water warm day needed stay hydrated
2,22,2,0,4,4,0,0,0,0,5,0,7,0,1,0,0,0,3,0,0,0,13,3.222457521245343,13,1.0,book exceed posted speed limit joe kurmaskie setting codi california author went journey
3,39,1,1,5,4,5,0,0,1,7,1,0,0,2,1,0,2,4,2,0,5,24,4.3827315491053636,23,1.0,throughout rider long journey setting greatly affected example hot weather caused drink majority water suply making dehydrated tired weather cool would lasted much longer
9,178,4,9,23,20,14,0,0,1,25,10,5,1,7,1,0,4,22,5,5,31,90,7.977065604079621,75,2.5,story cyclest affected physically emotionally many way one way setting around example rode first town gained boost confidence believed right track yosemite cyclist rode upon old shed rusty water pump began feel little worried running water old timer never mentioned shed cyclist encountered rolling hill tumbleweed snake believe began feel dismayed lost believe text say going die bird would pick dead show hopeless man fealt reached gary @ caps1 fish camp relieved thankfull longer death blazing towands form yellow sun empty space empty water bottle feature setting affect many way
7,147,0,10,13,21,6,0,0,3,15,8,2,0,10,0,0,6,16,6,6,25,67,6.711939486601367,55,3.0,riding beastly mountain hot burning desert water cyclist riding town asked direction two old men gave wrong direction send trip hell determined person could get first go mile without water resulted loosing faith becoming dehydrated continuing plan terrain go unbearable could almost kill without water luckily faith determined got learned lesion map made people use map trust ending show cyclist learned said promised right always stick future
3,64,4,3,10,6,6,0,0,0,17,2,4,0,2,0,0,1,3,1,6,7,36,5.394625635767637,35,1.0,short story rough road ahead exceed pusted speed limit lot thing affeced cyclist rocky road lack water example author say tried drop two flavor battery acid show loosing lope seems little scared also abandond town help
7,170,1,5,22,21,10,0,0,3,29,2,3,0,8,0,0,10,6,7,13,32,76,6.7069575461277955,54,2.0,feature environment cyclist riding affect greatly first since riding desert june mean hoy need plenty water long bike ride also terrain riding rough cause lose energy sun also beggining heat mean going hot ride town later caused struggle water overall hot desert setting affect cyclist cause dehydrate need water story say water bottle contained tantalizing sip could drop heatstroke beautiful day june basically showing hot environment caused drink lot water run low could cause heat stroke
